Customer_ID,Recency_Days,Frequency_Orders,Monetary_Spend,Category_Diversity,Engagement_Score,Support_Tickets,Discount_Ratio,Return_Rate,Age,Preferred_Channel,Avg_Order_Value,Gender,Churn_Risk_Index
CUST-10040,355,49,3255.0070678375596,4,12.772928825832194,7,0.3823638931620664,0.21024998790988492,64,In-Store,66.43,Male,0.862
CUST-10041,72,33,1297.6346759655073,2,49.11758580089228,3,0.8151192068153454,0.10879856890813377,19,Web,39.32,Male,0.2996
CUST-10042,21,3,163.80918417548276,1,70.0196748433008,1,0.24162188945670493,0.01915863312363166,42,Web,54.6,Male,0.1226
CUST-10043,12,64,17331.96436653752,6,96.20385653439021,0,0.24061436940479064,0.03315252132693596,38,Web,270.81,Female,0.037
CUST-10044,10,108,8978.832964498903,6,85.81305924744224,1,0.1002884879023597,0.029231225791813614,28,Mobile App,83.14,Female,0.0714
CUST-10045,56,32,4999.130472001655,4,67.18506334613707,1,0.27957968060729577,0.0787347791243028,44,In-Store,156.22,Male,0.1975
CUST-10046,73,28,1791.028037721584,2,58.12695299477586,1,0.7435097965045661,0.1481164723760702,34,Mobile App,63.97,Female,0.2666
CUST-10047,80,36,323.9637432650735,4,72.55402147474328,3,0.7269421395170795,0.13406360675752277,43,Mobile App,9.0,Non-Binary,0.2604
CUST-10048,12,3,124.35961049434341,1,68.2046776965709,1,0.30149084162369577,0.020975676756798175,27,In-Store,41.45,Male,0.1154
CUST-10049,82,26,1072.2799326916816,4,48.53954524525362,3,0.925632402325357,0.16486848679320124,24,Web,41.24,Male,0.3334
CUST-10050,363,59,6491.476181619314,3,16.219943743492752,11,0.42217825984285606,0.12838322601059712,50,Web,110.03,Female,0.887
CUST-10051,20,1,428.9629072128976,2,73.69234480023458,1,0.18468281510237244,0.0375500168339134,28,In-Store,428.96,Female,0.1182
CUST-10052,23,1,247.1933547356421,2,56.72118929981053,1,0.22431193489060053,0.010791081894976885,32,In-Store,247.19,Female,0.1558
CUST-10053,287,18,3687.0760596956666,5,38.723101379393725,7,0.4262605597656052,0.1205917514143252,47,Web,204.84,Female,0.674
CUST-10054,323,28,8669.288483856986,3,12.038520847001493,8,0.4392562997954028,0.10246655354173487,33,Web,309.62,Male,0.7965
CUST-10055,15,25,4264.60008283145,7,62.32575936852239,2,0.2481315496044568,0.04913843860207321,57,Mobile App,170.58,Male,0.1561
CUST-10056,38,40,641.3439917680287,3,59.96699440250142,2,0.7567922793579805,0.13943896242263842,40,Mobile App,16.03,Female,0.2236
CUST-10057,53,24,3594.975225554085,6,68.05201438290665,1,0.38555842987279154,0.07272259782504834,33,Web,149.79,Female,0.1892
CUST-10058,4,76,6944.378211396226,7,87.30276492493932,0,0.22087701867391585,0.04445944995136244,54,Mobile App,91.37,Female,0.052
CUST-10059,30,35,3516.8029412227697,5,79.99351609282098,3,0.3461275339193883,0.07961627979106775,60,Web,100.48,Female,0.1552
CUST-10060,238,19,7347.938722328597,4,35.737086263497076,10,0.3778589628480554,0.16768635728313147,34,Web,386.73,Male,0.6676
CUST-10061,129,47,6790.487127672293,4,35.230907607784346,9,0.28424420936267386,0.18614694539478222,65,In-Store,144.48,Female,0.5132
CUST-10062,20,2,222.81886157935227,2,63.415141358014864,0,0.3118644545560199,0.001353425883961601,36,Mobile App,111.41,Male,0.1193
CUST-10063,3,2,183.70985851561232,1,58.23289270945493,1,0.34911160433703436,0.03685273731515724,46,In-Store,91.85,Male,0.1333
CUST-10064,62,18,1209.0233763189997,4,54.10466398028639,4,0.938556620086692,0.07736291314297573,19,Mobile App,67.17,Male,0.2755
CUST-10065,16,94,7282.023035040931,6,77.23446642734159,0,0.2300836114326661,0.05431710200912876,33,Mobile App,77.47,Female,0.0969
CUST-10066,251,23,1931.141022710241,5,17.45233588300988,4,0.3033751383978897,0.20719293349397744,61,Web,83.96,Non-Binary,0.6693
CUST-10067,109,22,921.6406059578215,3,74.23718213299709,3,0.8695919586005261,0.16985233545821177,19,Web,41.89,Male,0.3078
CUST-10068,244,40,5598.519791180106,4,39.423852801615375,3,0.4025164492200398,0.21035099267402646,49,In-Store,139.96,Female,0.5933
CUST-10069,32,46,1686.1351948954045,4,62.591259117420556,2,0.8328232519500682,0.13978838208372457,32,Web,36.66,Female,0.209
CUST-10070,1,3,170.30717281362425,1,62.92662855656436,1,0.15273514599180135,0.01457081858731848,22,Web,56.77,Male,0.1114
CUST-10071,49,43,2877.821949194743,6,63.80291007522099,1,0.3299575779374884,0.10338093088728617,60,Web,66.93,Female,0.2046
CUST-10072,4,53,6392.850446405637,9,80.81783357796192,2,0.19144601912888892,0.06374456510099871,30,Mobile App,120.62,Female,0.0997
CUST-10073,28,45,4134.166575259557,6,97.27400736782519,2,0.06900233979846093,0.0363195022958918,38,Mobile App,91.87,Female,0.0823
CUST-10074,12,75,9749.285697442796,9,96.3516487924216,1,0.12401046693485106,0.011919421698086036,52,Mobile App,129.99,Female,0.042
CUST-10075,50,19,3183.9399213589595,4,80.50692149421636,3,0.29266614474519725,0.0635589158012709,55,Mobile App,167.58,Female,0.1759
CUST-10076,203,34,5413.666898899186,5,25.16928760801441,9,0.4156086161442617,0.17300892435550774,31,In-Store,159.23,Male,0.6353
CUST-10077,4,89,5017.576385023976,7,87.31825210969062,0,0.07827671084326804,0.01912243032206351,35,Web,56.38,Female,0.0436
CUST-10078,167,57,5294.795754794193,4,34.79965490036827,10,0.412445031384875,0.12099329301070066,37,Web,92.89,Male,0.5571
CUST-10079,356,28,3418.0678380362256,4,24.069864808249477,8,0.3356518866771323,0.23046097365583346,39,In-Store,122.07,Female,0.8543
CUST-10080,26,19,1623.5120792280245,2,51.6940079149591,2,0.7945566380637064,0.09145820368401744,46,Web,85.45,Female,0.2119
CUST-10081,37,47,1654.3646073514792,4,71.4411577664795,4,0.739083379576676,0.15813575396815735,34,Mobile App,35.2,Female,0.2248
CUST-10082,69,48,1227.9179398347103,4,60.94363124587332,1,0.7777466482662783,0.15610483815870987,29,Mobile App,25.58,Male,0.2567
CUST-10083,7,1,288.690785813739,1,76.66555573173216,0,0.31363358317659296,0.041812229392802144,46,Mobile App,288.69,Female,0.0819
CUST-10084,41,26,4910.111730215449,5,79.74171156951257,3,0.24216935596228617,0.021009040502188152,43,In-Store,188.85,Male,0.1513
CUST-10085,76,29,562.7606116783556,4,62.04303877026761,1,0.8380541545131915,0.13348881785535802,26,Mobile App,19.41,Female,0.256
CUST-10086,31,36,4036.4649630199538,4,72.03588364894014,3,0.2995352663426332,0.06362499117098164,52,Web,112.12,Male,0.1711
CUST-10087,35,36,3132.31108076592,7,84.52744061283774,3,0.3689832555465512,0.09831600290279029,35,Web,87.01,Male,0.1569
CUST-10088,14,96,10941.25342979253,9,93.72115408896104,0,0.09028126184267045,0.010668034714705866,45,Mobile App,113.97,Female,0.0384
CUST-10089,192,7,10110.048846126903,3,10.258152208086509,6,0.23507123290887988,0.13750980931123066,55,Mobile App,1444.29,Male,0.6082
CUST-10090,82,24,1377.1036540456578,2,72.72316694485116,1,0.708512460191144,0.07310130735597305,22,Web,57.38,Female,0.2174
CUST-10091,10,1,383.2498152639331,1,53.56041501586055,1,0.31212199452619827,0.046965918252461145,42,Mobile App,383.25,Male,0.158
CUST-10092,17,106,15484.990575776232,6,93.71971984585306,1,0.16537147622654005,0.04247871887168212,48,Mobile App,146.08,Male,0.0656
CUST-10093,22,54,8517.240230850173,9,75.23450033806041,0,0.15354232867694229,0.016150654940138336,37,Mobile App,157.73,Female,0.0974
CUST-10094,52,24,1862.5179813605525,4,67.41552154584795,2,0.1707317881274315,0.08417754044410113,32,In-Store,77.6,Male,0.2058
CUST-10095,4,56,8391.008835192799,8,82.13489290275183,2,0.07222742946640248,0.055367352417388646,44,Mobile App,149.84,Female,0.0936
CUST-10096,13,2,70.97606023397604,2,68.40543104333376,1,0.1524174135436417,0.04783266206502161,33,Mobile App,35.49,Female,0.1252
CUST-10097,237,57,5519.560053853436,5,27.6006417180699,6,0.4354327493810705,0.1904132853980045,32,Web,96.83,Female,0.6441
CUST-10098,127,18,654.8329171381049,3,68.93669036942782,4,0.7075707247690207,0.05881418768249656,18,Web,36.38,Female,0.3212
CUST-10099,19,106,4251.619087236071,6,75.4750958003341,0,0.11135531990442825,0.034707095241664966,41,Web,40.11,Female,0.0989
CUST-10100,22,68,11587.262856281342,9,85.3598291095123,2,0.12575452519025787,0.03362127837103427,44,Mobile App,170.4,Male,0.1029
CUST-10101,53,28,4323.501688156546,6,67.65146132312861,0,0.3137263255294578,0.057575934780396285,51,Mobile App,154.41,Male,0.1727
CUST-10102,31,26,2878.765425261865,5,78.6936455233157,2,0.24425887419829467,0.020805828889553516,29,Mobile App,110.72,Male,0.1277
CUST-10103,346,56,5891.7967530828255,5,31.115986655607262,4,0.22731990679624178,0.17909062026302702,42,In-Store,105.21,Male,0.7559
CUST-10104,17,1,113.54438565738064,2,69.7835858373337,1,0.13534195112766037,0.001549432912533988,23,Web,113.54,Male,0.1118
CUST-10105,20,83,15426.172414708293,6,92.63822033747746,0,0.0733847071050783,0.057750721309314454,50,Mobile App,185.86,Female,0.0651
CUST-10106,16,88,9718.85974348506,6,93.64105336692435,0,0.14751423873467687,0.012352952012829784,44,Mobile App,110.44,Female,0.0419
CUST-10107,17,32,3400.073463262818,5,84.28790892010348,0,0.1824457414306528,0.07568183602783075,47,Mobile App,106.25,Male,0.0878
CUST-10108,30,42,2415.2251630466676,5,75.15483843560351,1,0.33115229839707927,0.04848712068354765,38,Mobile App,57.51,Female,0.1319
CUST-10109,22,1,264.2645833168515,2,57.086603804943636,1,0.2651310276415132,0.04434389646491668,49,Mobile App,264.26,Female,0.1647
CUST-10110,21,20,2248.7682398036654,5,76.69841861370163,0,0.3372294101196299,0.09941627088376095,52,Web,112.44,Female,0.1202
CUST-10111,23,31,4392.395708106217,4,63.50712531969917,0,0.3809223352554676,0.05398270246734489,49,Mobile App,141.69,Female,0.1407
CUST-10112,44,43,4635.342354895025,4,72.73056345817695,1,0.32915798417550785,0.06372816482446175,23,Mobile App,107.8,Male,0.1622
CUST-10113,19,3,326.2444832515599,2,77.40334238605762,0,0.2756235896235468,0.004350586290367131,49,Mobile App,108.75,Male,0.084
CUST-10114,2,80,15174.228526942641,7,78.54845850869721,0,0.24045201567246477,0.013490210247941498,41,Mobile App,189.68,Female,0.0609
CUST-10115,127,38,2213.197017171053,3,18.50701042116478,6,0.31546383826529456,0.2130649230306947,66,In-Store,58.24,Male,0.5237
CUST-10116,44,26,1669.7621767096186,2,60.87586834067041,1,0.8896054974627917,0.13575327940086546,22,Mobile App,64.22,Male,0.2158
CUST-10117,358,28,3919.9016012360717,4,24.943405592376692,5,0.489499417502866,0.18663980448772277,53,In-Store,140.0,Male,0.8028
CUST-10118,194,32,8187.871062656822,3,43.51797660360441,8,0.3861403919642762,0.2150955266333066,52,In-Store,255.87,Female,0.5787
CUST-10119,17,97,4617.345047447801,7,91.68997555987328,1,0.24639383808922904,0.024688939639948664,28,Mobile App,47.6,Female,0.0648
CUST-10120,337,28,7767.810526806373,4,42.18647224636305,6,0.23176370644214067,0.23220011840657756,33,Web,277.42,Female,0.7586
CUST-10121,37,31,3629.7661453977526,7,73.24776521402373,3,0.343828938470094,0.07744284830031445,55,Web,117.09,Male,0.1809
CUST-10122,35,27,1578.7651460004026,4,73.24738241384853,0,0.32001151409356743,0.0835156988863935,60,Web,58.47,Female,0.1427
CUST-10123,107,35,7290.67144335264,2,55.01664825254373,0,0.24484977286242893,0.10372045677637892,49,Mobile App,208.3,Male,0.2936
CUST-10124,3,104,4258.913698904371,9,90.88414055638509,0,0.24909609814085143,0.04124466458383495,44,Mobile App,40.95,Female,0.0406
CUST-10125,126,57,8961.568551880231,4,36.235520152688544,5,0.20828481717868105,0.2177726527410191,66,Web,157.22,Female,0.4671
CUST-10126,19,2,130.0635402615288,1,61.74134880773127,0,0.18856994268843125,0.015481671690419335,31,Web,65.03,Male,0.1268
CUST-10127,222,49,5681.449044160182,5,15.494243829572966,11,0.2548993149806297,0.15458532527677005,53,Web,115.95,Female,0.7044
CUST-10128,197,32,4344.710937733029,3,58.56049084520104,4,0.26865883477204466,0.040027673163653486,31,Web,135.77,Female,0.4368
CUST-10129,286,21,7467.064541642359,6,43.79725400478401,3,0.41139194583221594,0.22312956720922256,67,In-Store,355.57,Male,0.6442
CUST-10130,145,37,528.5419265480973,4,49.16573094651635,2,0.841235475749755,0.17429237120629532,23,Mobile App,14.28,Female,0.4088
CUST-10131,13,1,373.6724413786424,2,55.06000815264381,1,0.13539312284820335,0.008025156396620714,41,Web,373.67,Female,0.1453
CUST-10132,137,22,786.6191519462448,3,42.0867852767336,3,0.7404824254232517,0.12510171513200885,26,Mobile App,35.76,Female,0.4117
CUST-10133,38,37,1616.4994224220993,4,69.540276846679,0,0.19512075201703316,0.0950084074948662,38,Web,43.69,Male,0.1599
CUST-10134,16,30,4367.075750336804,7,63.897973397661396,2,0.24540526104415097,0.0818037524676957,44,Web,145.57,Female,0.1644
CUST-10135,115,12,573.7460322642958,2,55.023152919651636,1,0.83384443379278,0.1294626154583206,19,Mobile App,47.81,Male,0.3256
CUST-10136,9,3,404.0519631717311,2,72.36337337990251,1,0.10259817563605214,0.043463820198080885,28,In-Store,134.68,Female,0.1084
CUST-10137,8,3,125.01245881042036,1,78.47702186753828,1,0.21109148694874352,0.015430724578627226,41,Mobile App,41.67,Female,0.0824
CUST-10138,144,31,882.2284321334589,3,57.74020641816635,3,0.7685318926274665,0.0747931325253611,45,Mobile App,28.46,Female,0.3653
CUST-10139,16,34,3347.419131464459,5,69.45062373586005,0,0.31200791433271546,0.05387499042145072,50,Mobile App,98.45,Female,0.1162
CUST-10140,4,67,12208.838366920423,8,90.81325128558377,0,0.18339430339818147,0.05040296656982238,54,Mobile App,182.22,Female,0.0452
CUST-10141,74,36,994.0624441524435,4,71.16736538951639,4,0.8133152204333365,0.0960152070420136,35,Mobile App,27.61,Male,0.2555
CUST-10142,148,48,1703.726288154832,4,53.05389077885849,2,0.7002369898020482,0.08240405444789314,21,Mobile App,35.49,Female,0.3726
CUST-10143,242,74,1499.4833276749227,5,28.4997866772028,2,0.9673950361425373,0.04849878113115819,29,Mobile App,20.26,Female,0.5514
CUST-10144,31,21,966.8931438338194,2,52.91205705580267,3,0.8572672346963243,0.13045009729802942,41,Mobile App,46.04,Male,0.2412
CUST-10145,17,3,206.7106502298014,1,50.22012531067595,1,0.23308277783967454,0.03867469469364802,39,Mobile App,68.9,Female,0.1731
CUST-10146,67,48,514.0505397440262,3,65.41789966428618,3,0.7146791316957133,0.08644885371246053,31,Mobile App,10.71,Female,0.2446
CUST-10147,161,42,5697.014131875918,3,18.767039456042788,10,0.360233551520754,0.2235604554773541,52,In-Store,135.64,Female,0.6232
CUST-10148,52,24,1016.1982059406873,4,52.227782093091434,3,0.7857312622839879,0.11910564755076886,20,Web,42.34,Female,0.2679
CUST-10149,213,31,3273.986926205055,4,36.574429688218714,8,0.48032012970455795,0.14937566317179876,62,In-Store,105.61,Female,0.6001
CUST-10150,128,43,1868.9833087122493,4,38.882524821660056,10,0.3872131191250625,0.12063299994010654,43,In-Store,43.46,Female,0.4933
CUST-10151,13,22,3071.429209223439,7,75.68438761088406,2,0.18265269000903311,0.11629539535753299,22,Mobile App,139.61,Female,0.1424
CUST-10152,123,44,883.0802117942939,4,47.81791680802605,4,0.8534826836242094,0.16047890841366874,34,Web,20.07,Female,0.4024
CUST-10153,20,3,237.5590178048784,1,61.03305864935926,1,0.18072483799767347,0.024224294146774385,43,Mobile App,79.19,Female,0.1454
CUST-10154,39,2,992.9662903139152,6,29.5912638573875,7,0.8804576014514852,0.12775696554297766,32,In-Store,496.48,Male,0.3595
CUST-10155,32,20,2662.7971742319933,6,81.06130190246641,3,0.39995128603345037,0.06929924291045317,50,Mobile App,133.14,Male,0.1518
CUST-10156,13,75,7795.965832709195,6,76.7892154483145,2,0.13468029614127391,0.03764170627228988,32,Mobile App,103.95,Male,0.1134
CUST-10157,244,34,4875.6584856456675,3,32.53887181498219,6,0.46186144343687663,0.08721475338459601,49,Web,143.4,Female,0.607
CUST-10158,216,53,6060.099020630411,5,17.829225016622217,3,0.49174672655586527,0.24090601921756777,43,In-Store,114.34,Female,0.6191
CUST-10159,64,38,819.1159343697705,4,61.19963093540596,1,0.9612781723163165,0.16462428129092463,20,Web,21.56,Male,0.252
CUST-10160,24,69,5362.506412351275,8,93.26466966004867,1,0.13644815677850247,0.06880850519188532,52,Mobile App,77.72,Male,0.0852
CUST-10161,270,29,5846.221723058994,5,33.74897104267656,3,0.3348008178306302,0.23196125966277253,65,Web,201.59,Male,0.6503
CUST-10162,118,41,637.0230735947239,2,60.74547927339512,4,0.8740963605551493,0.11171823758274338,24,Mobile App,15.54,Female,0.347
CUST-10163,37,21,3726.369721252665,5,75.08510530550615,2,0.2218144237192669,0.0936794568710197,50,Web,177.45,Female,0.1692
CUST-10164,41,36,3642.5553063013017,7,60.86790380459736,0,0.27196915149951484,0.09021643286483125,42,Mobile App,101.18,Male,0.1841
CUST-10165,29,69,3951.444201825415,6,92.15817696485394,1,0.2228716499679274,0.043124693468409005,32,Mobile App,57.27,Male,0.0862
CUST-10166,51,25,931.5313418447148,4,52.57391624021217,2,0.9375632511706338,0.16652462953751013,33,Web,37.26,Female,0.2689
CUST-10167,45,30,1624.5375102771193,4,62.28707394824118,0,0.1545094773761611,0.11342532990963611,57,Mobile App,54.15,Male,0.1937
CUST-10168,36,24,2811.906993556355,5,73.96808520531381,3,0.26833647023190454,0.09442216728093075,44,Mobile App,117.16,Female,0.1834
CUST-10169,81,36,766.3270507722564,3,61.57384336719007,2,0.7142957224554516,0.14505672573091438,25,Mobile App,21.29,Male,0.2804
CUST-10170,249,36,5447.510612520908,5,43.56529552630541,10,0.29330084394592737,0.2357282749552994,36,Web,151.32,Female,0.6858
CUST-10171,31,37,654.4315620592819,3,51.26907599535656,3,0.6575508204264957,0.10605140428043829,33,Web,17.69,Male,0.2371
CUST-10172,39,26,4718.456019846497,6,74.95484696294734,1,0.26823172734098255,0.10465812758850443,55,Web,181.48,Male,0.1634
CUST-10173,150,40,5234.759551561552,6,39.22544350513492,7,0.34221893724635233,0.18958914112307934,65,In-Store,130.87,Female,0.5081
CUST-10174,47,30,500.87638304463667,3,53.08282115143192,2,0.8943083999692684,0.11002397936166983,21,Mobile App,16.7,Female,0.2434
CUST-10175,25,97,13487.056841764797,7,94.76525343868366,0,0.06528797220788954,0.07271189268348617,40,Mobile App,139.04,Female,0.0716
CUST-10176,87,25,1104.3137566025002,3,72.06916943474306,1,0.8989015708839824,0.054788223896917905,25,Mobile App,44.17,Female,0.2198
CUST-10177,23,1,176.40400752468616,2,77.19222287079023,1,0.1454492203155255,0.010077394332747226,45,Mobile App,176.4,Male,0.1044
CUST-10178,146,49,1536.3618741767668,2,69.43297085721389,4,0.773795973303726,0.08960516909641267,23,Mobile App,31.35,Female,0.3563
CUST-10179,5,101,10581.432120252612,6,77.25257483576056,0,0.05652913550913372,0.07079860544242021,26,Web,104.77,Female,0.0873
CUST-10180,50,27,1864.0603812828574,6,83.60665399138877,2,0.388059321353936,0.06425708066617093,55,Mobile App,69.04,Male,0.1559
CUST-10181,2,2,335.34508907209187,1,50.673923403766786,1,0.265919792339132,0.0185678713261411,49,In-Store,167.67,Female,0.1447
CUST-10182,330,29,6349.854826282493,6,26.608148672994894,10,0.47459868339969513,0.11486442143523577,66,Web,218.96,Female,0.7988
CUST-10183,15,35,2581.028203542552,6,71.37958368335654,2,0.3999812067082941,0.06352913314953319,49,Mobile App,73.74,Male,0.1383
CUST-10184,21,43,6480.907221446743,6,75.11116855211047,0,0.07285346001113756,0.03901532089425394,50,Web,150.72,Male,0.104
CUST-10185,137,42,7453.303349207595,5,42.015634841923365,8,0.38073057667713217,0.24585858224659773,59,Web,177.46,Female,0.5146
CUST-10186,117,26,934.0605337955018,3,54.88315386245312,1,0.75862863743637,0.17016731501913968,35,Mobile App,35.93,Female,0.3423
CUST-10187,117,30,643.2248780152108,3,48.069133807757815,4,0.6719324278853002,0.052891466376366304,43,Mobile App,21.44,Male,0.3577
CUST-10188,142,12,358.7840895557035,2,68.77060725179561,4,0.7365484088147277,0.0819623346643184,44,Mobile App,29.9,Female,0.3499
CUST-10189,20,67,5338.948326981073,6,91.21491143035783,0,0.17399371297483285,0.058873890147354994,28,Mobile App,79.69,Non-Binary,0.069
CUST-10190,40,21,3188.652080465229,6,67.62895826343224,2,0.38159233427479483,0.028489505445030365,26,Mobile App,151.84,Male,0.1702
CUST-10191,25,86,6774.674667239184,9,91.64106092445246,1,0.13883678958430085,0.019593696197970883,27,Mobile App,78.78,Female,0.0742
CUST-10192,40,31,1034.4759131519475,2,56.469482435644885,3,0.7378310907493024,0.13191598853264158,31,Mobile App,33.37,Male,0.2451
CUST-10193,17,27,859.5937893495972,4,44.6242883369223,4,0.7588020021994856,0.13772250857607568,31,Web,31.84,Female,0.2576
CUST-10194,16,1,136.45943801679525,1,75.33113360591288,1,0.18907297179873728,0.045800577359352244,37,Mobile App,136.46,Female,0.1114
CUST-10195,254,39,4137.461208027908,6,10.708728292653223,5,0.2943671348076884,0.1876656125020641,61,In-Store,106.09,Female,0.6962
CUST-10196,58,26,3507.248547273256,5,73.99561972206975,0,0.36907308713098436,0.021904340927429183,39,Web,134.89,Female,0.1518
CUST-10197,25,41,3331.053002820939,5,73.88239563320454,3,0.21525709788396202,0.10757625388591553,32,Mobile App,81.25,Male,0.1729
CUST-10198,315,52,6096.803238780145,3,41.46100138517508,6,0.23463703763536373,0.17114412772548057,44,Web,117.25,Male,0.7099
CUST-10199,106,15,1098.2145765736395,2,54.097822925009226,4,0.8803356453144107,0.1651870597968982,22,Mobile App,73.21,Female,0.365
CUST-10200,7,3,239.75493683713344,2,73.48503390115587,1,0.14066919771825123,0.03127026785069524,38,Mobile App,79.92,Female,0.0988
CUST-10201,114,29,1150.4586659501874,2,43.32740622286996,4,0.9643565717423653,0.11497804982972316,29,Mobile App,39.67,Male,0.3862
CUST-10202,44,26,4811.654128969414,6,76.81610858816975,2,0.16258073323366598,0.026290747601802392,49,Mobile App,185.06,Female,0.152
