Customer_ID,Recency_Days,Frequency_Orders,Monetary_Spend,Category_Diversity,Engagement_Score,Support_Tickets,Discount_Ratio,Return_Rate,Age,Preferred_Channel,Avg_Order_Value,Gender,Churn_Risk_Index,R_Score,F_Score,M_Score,RFM_Score_Sum,RFM_Group,KMeans_Cluster,DBSCAN_Cluster,HAC_Cluster,GMM_Cluster,PCA_1,PCA_2,PCA_3
CUST-10021,28,31,3178.09242352418,5,75.27398748580637,2,0.24207386691392738,0.05734445911454354,34,Mobile App,102.52,Male,0.1443,3,3,3,9,333,1,0,0,1,-1.12715988474197,0.7423233084345815,-0.1971289969912495
CUST-10022,97,31,1054.081963432086,2,60.40430708037803,4,0.7307816591172043,0.0939214267878035,19,Mobile App,34.0,Female,0.3132,2,3,2,7,232,0,0,3,0,0.6401304462350902,-1.6255054004670844,-1.4494496190377097
CUST-10023,58,42,4482.517117300041,5,68.51439843552797,0,0.2505773834478665,0.03615979559580212,26,Mobile App,106.73,Female,0.1702,2,4,4,10,244,1,0,0,1,-0.6836776051996655,0.9520093004321084,-0.21574057015745876
CUST-10024,17,74,6487.082339004579,8,79.88483697328552,0,0.247160731890061,0.06870262212737736,45,Mobile App,87.66,Female,0.0965,4,5,4,13,454,1,0,0,1,-1.1444629699689806,2.1823262874868026,-1.0310998471767265
CUST-10025,178,60,8586.119129483739,4,77.33919049676643,6,0.4209527716808168,0.11046026071642358,27,Web,143.1,Female,0.4123,1,5,5,11,155,2,-1,1,0,1.1007655010716528,1.0506256229219042,-0.1611019426403362
CUST-10026,28,51,10760.308424631734,9,79.8366810721515,0,0.1359245727793688,0.029525665325143377,35,Mobile App,210.99,Male,0.0986,3,5,5,13,355,1,0,0,1,-1.394278860150149,2.913903592719734,-0.00854077084545157
CUST-10027,21,3,151.90207355706576,1,76.65478809671015,1,0.20930936077491907,0.017996915860636228,34,Mobile App,50.63,Male,0.1056,4,1,1,6,411,3,1,2,3,-2.44885933193051,-2.6375496419309323,0.45334353303134917
CUST-10028,22,44,11385.183054060442,8,95.05152541781267,1,0.0983777767108292,0.07377480919371686,26,Mobile App,258.75,Female,0.0796,4,4,5,13,445,1,0,0,1,-1.549870085210316,2.8779338070089917,0.12845851339376924
CUST-10029,1,1,103.05720961064063,1,77.64152769960279,1,0.23138992379346476,0.04808420737879896,41,Web,103.06,Male,0.0858,5,1,1,7,511,3,1,2,3,-3.3023576402885584,-2.792316229322441,1.3723167718592442
CUST-10030,23,48,13476.660577574869,6,82.30782078597483,0,0.08623665581001656,0.05359273822678888,39,Mobile App,280.76,Female,0.0936,4,4,5,13,445,1,0,0,1,-1.3669627670556386,2.407986690511168,0.49190151215587924
CUST-10031,26,40,4295.145555732079,6,67.12890721854212,1,0.352754027565664,0.03571824716083735,24,Mobile App,107.38,Male,0.1422,4,4,4,12,444,1,0,0,1,-0.9734912564044844,1.050100391131627,-0.43868991545348884
CUST-10032,1,89,13837.920113952683,7,90.72416914858411,0,0.23480537408514657,0.01783164315843867,53,Mobile App,155.48,Female,0.0305,5,5,5,15,555,1,0,0,1,-2.6194843258515825,2.680933926122056,-0.7330727639817659
CUST-10033,165,13,11593.759697980131,4,46.01667526297754,6,0.14233202613101692,0.022208512911993317,66,Mobile App,891.83,Non-Binary,0.4434,1,1,5,7,115,2,-1,1,0,0.3821520407462071,1.229462423928955,2.7755138938701567
CUST-10034,291,53,4254.094973512798,1,28.112882049779,0,0.9334193116272159,0.025382455810992164,67,Mobile App,80.27,Male,0.5868,1,5,4,10,154,0,-1,1,0,2.246392973010293,-1.361551572517691,-0.6312569344576595
CUST-10035,34,34,2256.943451606678,4,66.99968873635244,0,0.2802755035736238,0.04856488707180552,38,Web,66.38,Female,0.1453,3,3,3,9,333,1,0,0,1,-0.7722817342964973,0.14627560545726623,-0.3663104099947078
CUST-10036,229,25,6165.686199489204,4,37.67996621903989,10,0.4535726311522496,0.09493555133550748,61,Web,246.63,Male,0.6261,1,2,4,7,124,2,0,1,0,2.1065063414451117,0.3235072078839132,1.2821779821732417
CUST-10037,81,45,1081.618534426495,4,61.76235700114897,1,0.962755518172451,0.16898004505311004,18,Mobile App,24.04,Male,0.2754,2,4,2,8,242,0,0,3,0,1.2714100535888315,-1.328331899966591,-2.499104461419849
CUST-10038,21,3,161.13837003129552,2,57.51400213446374,0,0.308406110866328,0.01257671861956891,46,Mobile App,53.71,Female,0.1392,4,1,1,6,411,3,1,2,3,-1.9379440570586701,-2.6067742565735634,0.4973192064596354
CUST-10039,30,27,3023.4579492586718,4,18.390590036393917,3,0.18545715808413699,0.22965832723220336,25,In-Store,111.98,Female,0.3592,3,2,3,8,323,2,-1,1,2,1.789573848255954,0.029947738134594618,1.126885591614884
CUST-10040,355,49,3255.0070678375596,4,12.772928825832194,7,0.3823638931620664,0.21024998790988492,64,In-Store,66.43,Male,0.862,1,5,3,9,153,2,0,1,2,4.163247677586159,-0.30160864578006574,0.6349009780704646
CUST-10041,72,33,1297.6346759655073,2,49.11758580089228,3,0.8151192068153454,0.10879856890813377,19,Web,39.32,Male,0.2996,2,3,2,7,232,0,0,3,0,1.0505862917067184,-1.6303929394522867,-1.2530674903669299
CUST-10042,21,3,163.80918417548276,1,70.0196748433008,1,0.24162188945670493,0.01915863312363166,42,Web,54.6,Male,0.1226,4,1,1,6,411,3,1,2,3,-2.100022384355426,-2.65019548262113,0.6765277469660174
CUST-10043,12,64,17331.96436653752,6,96.20385653439021,0,0.24061436940479064,0.03315252132693596,38,Web,270.81,Female,0.037,5,5,5,15,555,1,0,0,1,-1.7793637448637307,2.5965612300517438,-0.029354501632953337
CUST-10044,10,108,8978.832964498903,6,85.81305924744224,1,0.1002884879023597,0.029231225791813614,28,Mobile App,83.14,Female,0.0714,5,5,5,15,555,1,0,0,1,-1.791380334683291,2.185652636980395,-0.9101650791138468
CUST-10045,56,32,4999.130472001655,4,67.18506334613707,1,0.27957968060729577,0.0787347791243028,44,In-Store,156.22,Male,0.1975,2,3,4,9,234,1,0,0,1,-0.19967853543082192,0.7113980676488606,0.464552376408611
CUST-10046,73,28,1791.028037721584,2,58.12695299477586,1,0.7435097965045661,0.1481164723760702,34,Mobile App,63.97,Female,0.2666,2,2,2,6,222,0,0,3,0,0.8920459375621992,-1.2453320747032761,-0.9609379916744712
CUST-10047,80,36,323.9637432650735,4,72.55402147474328,3,0.7269421395170795,0.13406360675752277,43,Mobile App,9.0,Non-Binary,0.2604,2,3,1,6,231,0,-1,3,0,0.4072553315767051,-1.8761861825861896,-2.8515234993594443
CUST-10048,12,3,124.35961049434341,1,68.2046776965709,1,0.30149084162369577,0.020975676756798175,27,In-Store,41.45,Male,0.1154,5,1,1,7,511,3,1,2,3,-2.2380567914882,-2.9516151602623886,0.43787137965718187
CUST-10049,82,26,1072.2799326916816,4,48.53954524525362,3,0.925632402325357,0.16486848679320124,24,Web,41.24,Male,0.3334,2,2,2,6,222,0,0,3,0,1.60534904008965,-1.4240128264402434,-1.4356128290221155
CUST-10050,363,59,6491.476181619314,3,16.219943743492752,11,0.42217825984285606,0.12838322601059712,50,Web,110.03,Female,0.887,1,5,4,10,154,2,0,1,0,3.731838836795173,-0.015221900863957052,0.8696635211815738
CUST-10051,20,1,428.9629072128976,2,73.69234480023458,1,0.18468281510237244,0.0375500168339134,28,In-Store,428.96,Female,0.1182,4,1,1,6,411,3,1,2,3,-2.198235068224764,-1.478434839212093,2.6594193326260296
CUST-10052,23,1,247.1933547356421,2,56.72118929981053,1,0.22431193489060053,0.010791081894976885,32,In-Store,247.19,Female,0.1558,4,1,1,6,411,3,1,2,3,-1.9405627442629243,-2.0982814413839828,2.39204337066355
CUST-10053,287,18,3687.0760596956666,5,38.723101379393725,7,0.4262605597656052,0.1205917514143252,47,Web,204.84,Female,0.674,1,2,3,6,123,2,0,1,0,2.3277484558951675,0.20290756621479994,1.2587742282421979
CUST-10054,323,28,8669.288483856986,3,12.038520847001493,8,0.4392562997954028,0.10246655354173487,33,Web,309.62,Male,0.7965,1,2,5,8,125,2,0,1,0,3.223087235545461,0.10989847550476733,1.9756667369145475
CUST-10055,15,25,4264.60008283145,7,62.32575936852239,2,0.2481315496044568,0.04913843860207321,57,Mobile App,170.58,Male,0.1561,5,2,4,11,524,1,0,0,1,-1.1697346557338948,1.365937745488492,0.32049543810156106
CUST-10056,38,40,641.3439917680287,3,59.96699440250142,2,0.7567922793579805,0.13943896242263842,40,Mobile App,16.03,Female,0.2236,3,4,1,8,341,0,0,3,0,0.4444123706313425,-1.7237079595435767,-2.3414612886192234
CUST-10057,53,24,3594.975225554085,6,68.05201438290665,1,0.38555842987279154,0.07272259782504834,33,Web,149.79,Female,0.1892,3,2,3,8,323,1,0,0,1,-0.3050742839594157,0.8605744714837823,0.11495053448844061
CUST-10058,4,76,6944.378211396226,7,87.30276492493932,0,0.22087701867391585,0.04445944995136244,54,Mobile App,91.37,Female,0.052,5,5,5,15,555,1,0,0,1,-2.070102572051802,2.1055124773623843,-1.0117652155400219
CUST-10059,30,35,3516.8029412227697,5,79.99351609282098,3,0.3461275339193883,0.07961627979106775,60,Web,100.48,Female,0.1552,3,3,3,9,333,1,0,0,1,-0.7228500614659062,0.7736824361774365,-0.39715423914474984
CUST-10060,238,19,7347.938722328597,4,35.737086263497076,10,0.3778589628480554,0.16768635728313147,34,Web,386.73,Male,0.6676,1,2,5,8,125,2,0,1,0,2.656055192202098,0.512181425542164,1.9374498027123062
CUST-10061,129,47,6790.487127672293,4,35.230907607784346,9,0.28424420936267386,0.18614694539478222,65,In-Store,144.48,Female,0.5132,2,4,5,11,245,2,0,1,2,2.360738788933756,0.6503064426718742,0.8564248133490956
CUST-10062,20,2,222.81886157935227,2,63.415141358014864,0,0.3118644545560199,0.001353425883961601,36,Mobile App,111.41,Male,0.1193,4,1,1,6,411,3,1,2,3,-2.253269837046139,-2.3038441408239105,1.1240078361762236
CUST-10063,3,2,183.70985851561232,1,58.23289270945493,1,0.34911160433703436,0.03685273731515724,46,In-Store,91.85,Male,0.1333,5,1,1,7,511,3,1,2,3,-2.3516812420921096,-2.7535271559274506,1.241125902481213
CUST-10064,62,18,1209.0233763189997,4,54.10466398028639,4,0.938556620086692,0.07736291314297573,19,Mobile App,67.17,Male,0.2755,2,2,2,6,222,0,0,3,0,0.43036649760153667,-1.3386686524922542,-1.142768010317163
CUST-10065,16,94,7282.023035040931,6,77.23446642734159,0,0.2300836114326661,0.05431710200912876,33,Mobile App,77.47,Female,0.0969,4,5,5,14,455,1,0,0,1,-1.1561766552310222,1.7757109437192453,-1.0246973741000565
CUST-10066,251,23,1931.141022710241,5,17.45233588300988,4,0.3033751383978897,0.20719293349397744,61,Web,83.96,Non-Binary,0.6693,1,2,2,5,122,2,-1,1,0,3.1768399113476673,-0.30546329387774607,0.9090850759389189
CUST-10067,109,22,921.6406059578215,3,74.23718213299709,3,0.8695919586005261,0.16985233545821177,19,Web,41.89,Male,0.3078,2,2,2,6,222,0,0,3,0,1.0987196075609418,-1.5332672614778322,-1.5174875454107288
CUST-10068,244,40,5598.519791180106,4,39.423852801615375,3,0.4025164492200398,0.21035099267402646,49,In-Store,139.96,Female,0.5933,1,4,4,9,144,2,0,1,2,2.9310632863103727,0.3559678123414444,0.6967297515579937
CUST-10069,32,46,1686.1351948954045,4,62.591259117420556,2,0.8328232519500682,0.13978838208372457,32,Web,36.66,Female,0.209,3,4,2,9,342,0,0,3,0,0.6244728955049907,-0.7616175835342138,-1.8899005575120267
CUST-10070,1,3,170.30717281362425,1,62.92662855656436,1,0.15273514599180135,0.01457081858731848,22,Web,56.77,Male,0.1114,5,1,1,7,511,3,1,2,3,-3.0372105683589896,-2.5190016830071755,0.9535874952835731
CUST-10071,49,43,2877.821949194743,6,63.80291007522099,1,0.3299575779374884,0.10338093088728617,60,Web,66.93,Female,0.2046,3,4,3,10,343,1,0,0,1,0.07083208550876102,0.7612410501950508,-0.6148724460690229
CUST-10072,4,53,6392.850446405637,9,80.81783357796192,2,0.19144601912888892,0.06374456510099871,30,Mobile App,120.62,Female,0.0997,5,5,4,14,554,1,0,0,1,-1.8290053816222116,2.5039515639292165,-0.6047075134325712
CUST-10073,28,45,4134.166575259557,6,97.27400736782519,2,0.06900233979846093,0.0363195022958918,38,Mobile App,91.87,Female,0.0823,3,4,4,11,344,1,0,0,1,-1.8698814860605588,1.6328978240385115,-0.5289947771675199
CUST-10074,12,75,9749.285697442796,9,96.3516487924216,1,0.12401046693485106,0.011919421698086036,52,Mobile App,129.99,Female,0.042,5,5,5,15,555,1,0,0,1,-2.1910191061408275,3.0493384535700856,-0.8002000253086798
CUST-10075,50,19,3183.9399213589595,4,80.50692149421636,3,0.29266614474519725,0.0635589158012709,55,Mobile App,167.58,Female,0.1759,3,2,3,8,323,1,0,0,1,-0.9434517002518169,0.4303062440511315,0.3251230206305325
CUST-10076,203,34,5413.666898899186,5,25.16928760801441,9,0.4156086161442617,0.17300892435550774,31,In-Store,159.23,Male,0.6353,1,3,4,8,134,2,0,1,2,2.911988530524175,0.430461089543143,1.0120230298196635
CUST-10077,4,89,5017.576385023976,7,87.31825210969062,0,0.07827671084326804,0.01912243032206351,35,Web,56.38,Female,0.0436,5,5,4,14,554,1,0,0,1,-2.250542485927785,2.0656756946704395,-1.0753054234172164
CUST-10078,167,57,5294.795754794193,4,34.79965490036827,10,0.412445031384875,0.12099329301070066,37,Web,92.89,Male,0.5571,1,5,4,10,154,2,0,1,0,2.217711081588809,0.307668907190548,0.19210460615432062
CUST-10079,356,28,3418.0678380362256,4,24.069864808249477,8,0.3356518866771323,0.23046097365583346,39,In-Store,122.07,Female,0.8543,1,2,3,6,123,2,0,1,2,3.916780251691799,-0.14386638111129352,1.278223571747123
CUST-10080,26,19,1623.5120792280245,2,51.6940079149591,2,0.7945566380637064,0.09145820368401744,46,Web,85.45,Female,0.2119,4,2,2,8,422,0,0,3,0,0.17469183199404842,-1.4050756404645168,-0.48805267218502374
CUST-10081,37,47,1654.3646073514792,4,71.4411577664795,4,0.739083379576676,0.15813575396815735,34,Mobile App,35.2,Female,0.2248,3,4,2,9,342,0,0,3,0,0.45746774574408705,-0.620362548631925,-1.9848642858719248
CUST-10082,69,48,1227.9179398347103,4,60.94363124587332,1,0.7777466482662783,0.15610483815870987,29,Mobile App,25.58,Male,0.2567,2,4,2,8,242,0,0,3,0,0.9532766216744073,-1.0049501554750169,-2.142741433526129
CUST-10083,7,1,288.690785813739,1,76.66555573173216,0,0.31363358317659296,0.041812229392802144,46,Mobile App,288.69,Female,0.0819,5,1,1,7,511,3,1,2,3,-2.7498059803151196,-2.1527844993105743,1.909027201650226
CUST-10084,41,26,4910.111730215449,5,79.74171156951257,3,0.24216935596228617,0.021009040502188152,43,In-Store,188.85,Male,0.1513,3,2,4,9,324,1,0,0,1,-1.1670048661935415,1.1000740701143539,0.5249968030796774
CUST-10085,76,29,562.7606116783556,4,62.04303877026761,1,0.8380541545131915,0.13348881785535802,26,Mobile App,19.41,Female,0.256,2,3,1,6,231,0,0,3,0,0.6811631053392204,-1.6930224647202612,-2.2739222435868043
CUST-10086,31,36,4036.4649630199538,4,72.03588364894014,3,0.2995352663426332,0.06362499117098164,52,Web,112.12,Male,0.1711,3,3,4,10,334,1,0,0,1,-0.6689724218142946,0.6031488949834354,-0.03580324875937729
CUST-10087,35,36,3132.31108076592,7,84.52744061283774,3,0.3689832555465512,0.09831600290279029,35,Web,87.01,Male,0.1569,3,3,3,9,333,1,0,0,1,-0.6203556114646623,1.1970333554009107,-0.7497124219871282
CUST-10088,14,96,10941.25342979253,9,93.72115408896104,0,0.09028126184267045,0.010668034714705866,45,Mobile App,113.97,Female,0.0384,5,5,5,15,555,1,0,0,1,-2.0603905016945454,3.173353109500404,-0.9215817202500248
CUST-10089,192,7,10110.048846126903,3,10.258152208086509,6,0.23507123290887988,0.13750980931123066,55,Mobile App,1444.29,Male,0.6082,1,1,5,7,115,2,-1,1,0,2.2499733835652136,0.41257802200725896,3.865552668003224
CUST-10090,82,24,1377.1036540456578,2,72.72316694485116,1,0.708512460191144,0.07310130735597305,22,Web,57.38,Female,0.2174,2,2,2,6,222,0,0,3,0,0.05474289523863737,-1.267765294287035,-0.9919427059474754
CUST-10091,10,1,383.2498152639331,1,53.56041501586055,1,0.31212199452619827,0.046965918252461145,42,Mobile App,383.25,Male,0.158,5,1,1,7,511,3,1,2,3,-1.9618406356870906,-2.1490786417325616,2.501315447737038
CUST-10092,17,106,15484.990575776232,6,93.71971984585306,1,0.16537147622654005,0.04247871887168212,48,Mobile App,146.08,Male,0.0656,4,5,5,14,455,1,0,0,1,-1.5804397182444738,2.571036362194964,-0.6631656024444474
CUST-10093,22,54,8517.240230850173,9,75.23450033806041,0,0.15354232867694229,0.016150654940138336,37,Mobile App,157.73,Female,0.0974,4,5,5,14,455,1,0,0,1,-1.4715637601034512,2.693337216833726,-0.2541942104304022
CUST-10094,52,24,1862.5179813605525,4,67.41552154584795,2,0.1707317881274315,0.08417754044410113,32,In-Store,77.6,Male,0.2058,3,2,2,7,322,1,0,0,1,-0.43209809474922223,0.06621875540127678,0.23155272529668564
CUST-10095,4,56,8391.008835192799,8,82.13489290275183,2,0.07222742946640248,0.055367352417388646,44,Mobile App,149.84,Female,0.0936,5,5,5,15,555,1,0,0,1,-1.9920763348932167,2.6154516231008365,-0.18581631725281655
CUST-10096,13,2,70.97606023397604,2,68.40543104333376,1,0.1524174135436417,0.04783266206502161,33,Mobile App,35.49,Female,0.1252,5,1,1,7,511,3,1,2,3,-2.394319445531212,-2.92639002026524,0.4292217452611869
CUST-10097,237,57,5519.560053853436,5,27.6006417180699,6,0.4354327493810705,0.1904132853980045,32,Web,96.83,Female,0.6441,1,5,4,10,154,2,0,1,0,3.2214625302066016,0.4996563502212724,0.24390460444925505
CUST-10098,127,18,654.8329171381049,3,68.93669036942782,4,0.7075707247690207,0.05881418768249656,18,Web,36.38,Female,0.3212,2,2,2,6,222,0,0,3,0,0.2881807957822839,-1.6550365902190463,-1.1558700475385457
CUST-10099,19,106,4251.619087236071,6,75.4750958003341,0,0.11135531990442825,0.034707095241664966,41,Web,40.11,Female,0.0989,4,5,4,13,454,1,0,0,1,-1.1819777955828654,1.5222658598945984,-1.22381151055216
CUST-10100,22,68,11587.262856281342,9,85.3598291095123,2,0.12575452519025787,0.03362127837103427,44,Mobile App,170.4,Male,0.1029,4,5,5,14,455,1,0,0,1,-1.4846087423561993,3.052836182603718,-0.3484824821803523
CUST-10101,53,28,4323.501688156546,6,67.65146132312861,0,0.3137263255294578,0.057575934780396285,51,Mobile App,154.41,Male,0.1727,3,2,4,9,324,1,0,0,1,-0.606874158373619,1.063274928873287,0.08790931174291867
CUST-10102,31,26,2878.765425261865,5,78.6936455233157,2,0.24425887419829467,0.020805828889553516,29,Mobile App,110.72,Male,0.1277,3,2,3,8,323,1,0,0,1,-1.5025450384038268,0.6793840104855365,-0.11210796349382811
CUST-10103,346,56,5891.7967530828255,5,31.115986655607262,4,0.22731990679624178,0.17909062026302702,42,In-Store,105.21,Male,0.7559,1,5,4,10,154,2,0,1,2,3.282607041714021,0.7735776899501867,0.8467571525078541
CUST-10104,17,1,113.54438565738064,2,69.7835858373337,1,0.13534195112766037,0.001549432912533988,23,Web,113.54,Male,0.1118,4,1,1,6,411,3,1,2,3,-2.6443487793266414,-2.461783269151181,1.6815566869871506
CUST-10105,20,83,15426.172414708293,6,92.63822033747746,0,0.0733847071050783,0.057750721309314454,50,Mobile App,185.86,Female,0.0651,4,5,5,14,455,1,0,0,1,-1.518285603256705,2.658474343488758,-0.20308466411915185
CUST-10106,16,88,9718.85974348506,6,93.64105336692435,0,0.14751423873467687,0.012352952012829784,44,Mobile App,110.44,Female,0.0419,4,5,5,14,455,1,0,0,1,-1.9595353303436658,2.2330118525441214,-0.8000839310465805
CUST-10107,17,32,3400.073463262818,5,84.28790892010348,0,0.1824457414306528,0.07568183602783075,47,Mobile App,106.25,Male,0.0878,4,3,3,10,433,1,0,0,1,-1.5235825169017394,0.9614477959732785,-0.23731608785808422
CUST-10108,30,42,2415.2251630466676,5,75.15483843560351,1,0.33115229839707927,0.04848712068354765,38,Mobile App,57.51,Female,0.1319,3,4,3,10,343,1,0,0,1,-1.0474831418332329,0.4545582922185648,-0.9714215961375422
CUST-10109,22,1,264.2645833168515,2,57.086603804943636,1,0.2651310276415132,0.04434389646491668,49,Mobile App,264.26,Female,0.1647,4,1,1,6,411,3,1,2,3,-1.808801005064246,-2.1008858322341992,2.1662446115003497
CUST-10110,21,20,2248.7682398036654,5,76.69841861370163,0,0.3372294101196299,0.09941627088376095,52,Web,112.44,Female,0.1202,4,2,3,9,423,1,0,0,1,-0.9145788718322132,0.39143073108197973,-0.051406695070327524
CUST-10111,23,31,4392.395708106217,4,63.50712531969917,0,0.3809223352554676,0.05398270246734489,49,Mobile App,141.69,Female,0.1407,4,3,4,11,434,1,0,0,1,-0.8342489448007396,0.4861180967271731,0.0024200736281530903
CUST-10112,44,43,4635.342354895025,4,72.73056345817695,1,0.32915798417550785,0.06372816482446175,23,Mobile App,107.8,Male,0.1622,3,4,4,11,344,1,0,0,1,-0.6245175436402015,0.6610372315823029,-0.3419383722526856
CUST-10113,19,3,326.2444832515599,2,77.40334238605762,0,0.2756235896235468,0.004350586290367131,49,Mobile App,108.75,Male,0.084,4,1,1,6,411,3,1,2,3,-2.5215027430716415,-1.8638699114571482,0.8434868851704905
CUST-10114,2,80,15174.228526942641,7,78.54845850869721,0,0.24045201567246477,0.013490210247941498,41,Mobile App,189.68,Female,0.0609,5,5,5,15,555,1,0,0,1,-2.201008105867542,2.624697124122889,-0.3627680863363339
CUST-10115,127,38,2213.197017171053,3,18.50701042116478,6,0.31546383826529456,0.2130649230306947,66,In-Store,58.24,Male,0.5237,2,3,3,8,233,2,0,1,2,2.754375387226964,-0.6661874035504187,0.45808020405841043
CUST-10116,44,26,1669.7621767096186,2,60.87586834067041,1,0.8896054974627917,0.13575327940086546,22,Mobile App,64.22,Male,0.2158,3,2,2,7,322,0,0,3,0,0.5318396098985043,-1.4481423735037844,-1.2538496050155283
CUST-10117,358,28,3919.9016012360717,4,24.943405592376692,5,0.489499417502866,0.18663980448772277,53,In-Store,140.0,Male,0.8028,1,2,4,7,124,2,0,1,2,3.607135354699081,-0.21841182568866577,1.0756104818151757
CUST-10118,194,32,8187.871062656822,3,43.51797660360441,8,0.3861403919642762,0.2150955266333066,52,In-Store,255.87,Female,0.5787,1,3,5,9,135,2,0,1,2,2.733976012765586,0.43757517556036574,1.3109202205104968
CUST-10119,17,97,4617.345047447801,7,91.68997555987328,1,0.24639383808922904,0.024688939639948664,28,Mobile App,47.6,Female,0.0648,4,5,4,13,454,1,0,0,1,-1.7202145843868502,1.7864453096782922,-1.7202009550796002
